Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	DebutJap	FinJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh	DebutCh	FinCh
読	读	doku	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	3.44	4.17	dú	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0110.T2.ch.snt	2.92	3.11
単	单	tan	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	5.34	5.61	dān	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1081.T2.ch.snt	7.98	8.21
語	语	go	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	5.61	5.68	yǔ	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0958.T2.ch.snt	22.6	22.79
全	全	zen	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	6.23	6.45	quán	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1184.T2.ch.snt	12.04	12.19
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	6.45	6.52	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0967.T2.ch.snt	4.77	4.84
入	入	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	6.52	6.87	rù	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0491.T2.ch.snt	7.23	7.46
長	长	chou	affriquee	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	8.17	8.29	zhǎng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0549.T2.ch.snt	2.57	2.82
文	文	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	8.29	8.39	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0050.T2.ch.snt	4.28	4.49
沢	泽	taku	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	8.43	9.08	zé	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt	14.74	14.87
山	山	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	9.08	9.28	shān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0320.T2.ch.snt	2.09	2.4
読	读	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	3.44	4.17	dú	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0040.T2.ch.snt	1.28	1.45
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0229.T2.jp.snt	9.61	9.76	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0801.T2.ch.snt	17.29	17.52
意	意	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0776.T2.jp.snt	1.1	1.13	yì	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0604.T2.ch.snt	4.94	5.07
識	识	shiki	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0776.T2.jp.snt	1.13	1.53	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0370.T2.ch.snt	10.7	10.86
服	服	fuku	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2886.T2.jp.snt	0.63	0.97	fú	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0915.T2.ch.snt	12.9	13.11
服	服	fuku	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2886.T2.jp.snt	0.63	0.97	fú	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0090.T2.ch.snt	2.82	2.99
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0005.T2.jp.snt	2.21	2.47	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0742.T2.ch.snt	1.93	2.27
動	动	dou	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0005.T2.jp.snt	2.47	2.64	dòng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1098.T2.ch.snt	1.03	1.18
友	友	tomo	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0005.T2.jp.snt	3.06	3.12	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0328.T2.ch.snt	3.98	4.04
達	达	dachi	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0005.T2.jp.snt	3.12	3.82	dá	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt	12.03	12.23
飲	饮	no	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0005.T2.jp.snt	3.99	4.43	yǐn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt	0.1	0.35
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0005.T2.jp.snt	7.06	7.43	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0210.T2.ch.snt	0.93	1.09
最	最	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	0.92	1.09	zuì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0046.T2.ch.snt	3.48	3.61
近	近	kin	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	1.09	1.18	jìn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0702.T2.ch.snt	2.84	3.08
作	作	tsuku	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	1.95	2.56	zuò	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0015.T2.ch.snt	0.92	1.03
家	家	ie	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	10.63	10.85	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0955.T2.ch.snt	3.61	3.8
子	子	ko	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	11.61	11.64	zi	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1093.T2.ch.snt	7.83	8.22
供	供	domo	occlusive	sonore	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	11.64	11.94	gōng	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0325.T2.ch.snt	18.44	18.59
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	12.05	12.38	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0909.T2.ch.snt	14.67	14.87
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	12.38	12.63	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0754.T2.ch.snt	1.32	1.75
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	12.79	13.06	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1033.T2.ch.snt	1.12	1.18
天	天	ten	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	13.78	14.02	tiān	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0566.T2.ch.snt	12.96	13.38
作	作	tsuku	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	1.95	2.56	zuò	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1049.T2.ch.snt	8.55	8.74
揚	扬	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	16.34	17.23	yáng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0090.T2.ch.snt	0.85	1.22
天	天	ten	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	13.78	14.02	tiān	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0033.T2.ch.snt	2.55	2.77
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	19.86	19.92	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0829.T2.ch.snt	2.76	2.82
揚	扬	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	16.34	17.23	yáng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0090.T2.ch.snt	0.85	1.22
物	物	mono	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	21.08	21.36	wù	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1095.T2.ch.snt	8.37	8.45
嫌	嫌	kira	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	21.55	21.74	xián	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0345.T2.ch.snt	7.72	8
嫌	嫌	kira	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	21.55	21.74	xián	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0345.T2.ch.snt	7.72	8
揚	扬	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	16.34	17.23	yáng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0090.T2.ch.snt	0.85	1.22
物	物	mono	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	21.08	21.36	wù	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0360.T2.ch.snt	18.83	19.1
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0421.T2.jp.snt	19.86	19.92	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1123.T2.ch.snt	8.82	9.06
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0868.T2.jp.snt	1.58	2.28	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0334.T2.ch.snt	7.79	7.93
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0868.T2.jp.snt	1.58	2.28	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0904.T2.ch.snt	2.73	3.07
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4041.T2.jp.snt	1.91	2.08	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0188.T2.ch.snt	3.22	3.42
構	构	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4041.T2.jp.snt	2.08	4.22	gòu	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0275.T2.ch.snt	2.91	3.09
映	映	ei	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4041.T2.jp.snt	5.51	5.58	yìng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0566.T2.ch.snt	23.83	24.02
画	画	ga	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4041.T2.jp.snt	5.58	5.7	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0245.T2.ch.snt	7.16	7.38
載	载	no	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4041.T2.jp.snt	5.85	5.91	zài	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt	28.35	28.62
多	多	ta	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	1.63	1.82	duō	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0331.T2.ch.snt	2.39	2.65
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	1.82	2.48	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt	22.38	22.53
新	新	nii	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	2.69	2.9	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0514.T2.ch.snt	22.08	22.33
群	群	gun	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	4.45	4.65	qún	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0214.T2.ch.snt	6.68	6.95
馬	马	ma	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	4.65	4.84	mǎ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0515.T2.ch.snt	17.51	17.71
下	下	kuda	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	6.39	6.81	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0774.T2.ch.snt	2.67	2.99
川	川	kawa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	8.62	8.86	chuān	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0529.T2.ch.snt	8.3	8.81
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	9.07	9.25	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0958.T2.ch.snt	17.45	17.6
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0334.T2.jp.snt	11.47	11.53	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0845.T2.ch.snt	14.75	14.92
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0140.T2.jp.snt	0.48	0.7	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1014.T2.ch.snt	2.73	2.88
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0140.T2.jp.snt	0.7	0.9	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0622.T2.ch.snt	11.05	11.33
投	投	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0140.T2.jp.snt	1.45	1.7	tóu	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0445.T2.ch.snt	8.79	8.98
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1969.T2.jp.snt	1.39	1.6	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0061.T2.ch.snt	3.24	3.59
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1969.T2.jp.snt	1.74	1.8	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0060.T2.ch.snt	4.2	4.44
注	注	chuu	affriquee	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	0.98	1.2	zhù	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0495.T2.ch.snt	3.13	3.44
文	文	mon	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	1.2	1.39	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0051.T2.ch.snt	0.58	0.67
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	4.21	4.24	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1281.T2.ch.snt	5.43	5.51
体	体	tai	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	4.24	4.47	tǐ	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0567.T2.ch.snt	6.59	6.81
肉	肉	niku	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	4.57	4.91	ròu	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0112.T2.ch.snt	0.3	0.57
大	大	oo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	5.13	5.19	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0824.T2.ch.snt	9.43	9.58
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	6.01	6.24	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0413.T2.ch.snt	1.08	1.24
大	大	oo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1404.T2.jp.snt	5.13	5.19	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0742.T2.ch.snt	4.51	4.63
医	医	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	1.99	2.09	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0799.T2.ch.snt	8.69	8.72
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	2.09	2.33	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0433.T2.ch.snt	2.01	2.13
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	2.33	2.56	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0774.T2.ch.snt	4.36	4.48
解	解	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	2.75	3	jiě	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0743.T2.ch.snt	2.42	2.71
明	明	mei	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	3	3.17	míng	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0839.T2.ch.snt	1.72	1.88
違	违	chiga	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	7.49	7.52	wéi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0268.T2.ch.snt	6.2	6.39
先	先	saki	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	8.02	8.49	xiān	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0613.T2.ch.snt	3.8	4.22
食	食	ta	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	11.02	11.05	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0572.T2.ch.snt	16.28	16.45
飲	饮	no	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	12.18	12.45	yǐn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt	0.1	0.35
死	死	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	13.06	13.36	sǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0298.T2.ch.snt	4.89	5.2
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0339.T2.jp.snt	14.67	14.74	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0235.T2.ch.snt	1.59	1.87
聞	闻	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2004.T2.jp.snt	2.13	2.22	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1280.T2.ch.snt	3.49	3.72
猫	猫	neko	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2004.T2.jp.snt	2.67	2.99	māo	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1065.T2.ch.snt	8.89	9.11
結	结	ke	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2004.T2.jp.snt	3.92	4.13	jié	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0804.T2.ch.snt	8.34	8.51
構	构	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2004.T2.jp.snt	4.13	4.43	gòu	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0275.T2.ch.snt	2.91	3.09
聞	闻	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2004.T2.jp.snt	2.13	2.22	wén	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0578.T2.ch.snt	12.23	12.4
最	最	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0221.T2.jp.snt	0	0.17	zuì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0899.T2.ch.snt	7	7.17
近	近	kin	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0221.T2.jp.snt	0.17	0.72	jìn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0568.T2.ch.snt	2.41	2.56
風	风	kaze	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2534.T2.jp.snt	1.05	1.29	fēng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0952.T2.ch.snt	3.89	4.05
成	成	na	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2534.T2.jp.snt	2.53	2.67	chéng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0116.T2.ch.snt	4.12	4.36
立	立	ta	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2534.T2.jp.snt	2.73	2.82	lì	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0113.T2.ch.snt	4.61	4.76
教	教	oshi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2534.T2.jp.snt	3.93	4.13	jiào	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1189.T2.ch.snt	1.24	1.5
教	教	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2532.T2.jp.snt	0.97	1.35	jiào	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0339.T2.ch.snt	2.83	3.06
有	有	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0684.T2.jp.snt	1.49	1.57	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0242.T2.ch.snt	1.81	2.01
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0684.T2.jp.snt	1.77	2.05	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0600.T2.ch.snt	4.34	4.66
全	全	zen	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0418.T2.jp.snt	2.8	2.99	quán	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0842.T2.ch.snt	2.39	2.91
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0418.T2.jp.snt	2.99	3.03	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0622.T2.ch.snt	10.91	11.05
食	食	ta	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0418.T2.jp.snt	3.03	3.19	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1007.T2.ch.snt	5.74	6.23
